originator,stdErrMultiple,OML.ols,OML.mlm,GML.ols,GML.mlm,Competitive Suppression.ols,Competitive Suppression.mlm,Direct Suppression.ols,Direct Suppression.mlm,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.ols,Generalized Direct Suppression.mlm,ROE Competitive Suppression.ols,ROE Competitive Suppression.mlm,ROE Direct Suppression.ols,ROE Direct Suppression.mlm
Competitive Suppression,1.7,-240.328024206376,-240.328024206376,-274.418245880491,-268.160550191488,-240.38242731812,-240.38242731812,-249.199204892661,-249.199204892661,-282.47980084121,-263.734098521551,-291.410897908279,-282.731580006521,-247.716885363082,-243.285708049318,-269.061549043818,-260.097299380446
Competitive Suppression,1.7,-239.751272335911,-239.751272335911,-259.06421950692,-253.129606590528,-229.864957528023,-229.864957528023,-250.259408044248,-250.259408044248,-295.147485003539,-272.32464841877,-260.668259420136,-252.329500197255,-236.882647895585,-225.805114173142,-296.588185497652,-270.051918909193
Competitive Suppression,1.7,-244.36170775757,-244.36170775757,-318.602783617251,-304.643929660507,-246.90929804289,-246.90929804289,-259.084567410948,-259.084567410948,-316.531148630689,-296.903901056833,-319.600435892216,-307.954182214678,-252.620900732344,-246.025190244105,-285.000771487924,-247.288978984281
Competitive Suppression,1.7,-244.641282496385,-244.641282496385,-297.236674163633,-288.897412304772,-230.484036233581,-230.484036233581,-247.487283349703,-247.487283349703,-296.450473962227,-280.921493348758,-298.441274890965,-287.694149469769,-230.598671316101,-229.626857456972,-265.385959780491,-256.191089648344
Competitive Suppression,1.7,-254.596569233401,-254.596569233401,-317.915058191664,-294.066224140761,-236.164071992462,-236.164071992462,-264.113317472514,-264.113317472514,-290.088479367591,-283.39626460887,-309.21003530397,-303.277949713301,-250.615806341592,-242.36097610632,-272.302905893207,-268.556909320473
Competitive Suppression,1.7,-251.506459767215,-251.506459767215,-278.523794323867,-267.767137385626,-231.879602893003,-231.879602893003,-267.188203546168,-267.188203546168,-262.919392610329,-251.738451349139,-287.622322857017,-277.256504925255,-320.047307960077,-293.359777180681,-268.69137422239,-268.491469323885
Competitive Suppression,1.7,-280.150205979284,-280.150205979284,-302.695558679673,-298.230460177194,-263.785658183977,-263.785658183977,-286.11211455773,-286.11211455773,-282.776302074364,-276.41443016324,-300.130741251774,-295.594230006144,-263.451036983485,-259.105935960042,-364.028338156468,-360.529990746994
Competitive Suppression,1.8,-244.416767617838,-244.416767617838,-281.043084910914,-267.705705251815,-234.717991350872,-234.717991350872,-258.347638004196,-258.347638004196,-273.83433510738,-260.830125080903,-287.07869971164,-276.982873200644,-245.363031204183,-237.595671922298,-283.228089788819,-261.25175224102
Competitive Suppression,1.8,-269.304019163409,-269.304019163409,-324.0542302186,-315.003035760752,-250.252093940962,-250.252093940962,-275.888025148302,-275.888025148302,-303.240884462412,-293.184745469818,-316.586511581966,-308.720631182366,-268.019605392979,-257.625251317462,-296.328268396014,-277.389588671678
Competitive Suppression,1.8,-249.08079641585,-249.08079641585,-326.41002761977,-314.48063611758,-244.872778178241,-244.872778178241,-260.841927853071,-260.841927853071,-345.569834856264,-325.194884950515,-329.510467758884,-316.189871079107,-252.60479685909,-246.617445773082,-312.206056180836,-293.105121446139
Competitive Suppression,1.8,-238.114980926566,-238.114980926566,-258.878980600382,-252.796844310344,-231.987842008012,-231.987842008012,-244.958635322677,-244.958635322677,-278.156851537739,-266.332496700302,-259.48459388229,-253.760303325685,-240.307094800817,-232.39984257527,-348.433055034338,-287.588313912648
Competitive Suppression,1.8,-259.433421088236,-259.433421088236,-287.160032935129,-279.490036712253,-242.564499267803,-242.564499267803,-267.163542535651,-267.163542535651,-289.274568505108,-267.767892971433,-290.563719436255,-283.900848881163,-254.208211343735,-246.373973263193,-268.11495911794,-260.856673097819
Competitive Suppression,1.8,-258.032614241025,-258.032614241025,-1252.37779629859,-369.489293180073,-248.922369329123,-248.922369329123,-268.283416809363,-268.283416809363,-313.496960145145,-294.764422089294,-777.86659115466,-368.876197423282,-262.607073880624,-254.266163739191,-272.964123580128,-271.879984588233
Competitive Suppression,1.8,-255.527975042519,-255.527975042519,-270.383693123191,-255.105908550522,-245.921376571554,-245.921376571554,-267.358372250204,-267.358372250204,-257.630614245313,-253.184725270305,-265.906633474951,-260.275702959666,-249.587537208629,-242.401362228206,-290.4826364798,-256.135616874925
Competitive Suppression,1.8,-268.142877214864,-268.142877214864,-300.914086072905,-294.436621620562,-264.349145790787,-264.349145790787,-278.360559788073,-278.360559788073,-298.984676516583,-292.352312981737,-306.62494921242,-300.404297393218,-268.361482933679,-264.992071011551,-279.063916314999,-274.595298886526
Competitive Suppression,1.8,-271.269018521537,-271.269018521537,-324.540746453029,-309.975298959752,-239.470819862652,-239.470819862652,-297.556623387947,-297.556623387947,-282.435105852352,-276.870035930296,-360.167268274275,-320.246150118938,-279.945600677088,-260.455372648817,-328.542481970929,-277.33834838618
Competitive Suppression,1.8,-260.828877825959,-260.828877825959,-348.54691270071,-317.390627136923,-243.691539954994,-243.691539954994,-270.964542013157,-270.964542013157,-326.582175405214,-297.124449120349,-350.407336536975,-321.858465455163,-257.261625819888,-249.005738541911,-266.553972010348,-266.434745396376
Competitive Suppression,1.9,-264.728430349828,-264.728430349828,-309.319745657704,-295.794531494435,-244.88025068041,-244.88025068041,-272.042359472381,-272.042359472381,-323.25293678281,-287.180233325494,-308.864858037837,-292.400974053635,-272.74767106596,-256.991794031614,-310.69172324095,-280.294123172193
Competitive Suppression,1.9,-255.880316194388,-255.880316194388,-297.520280356535,-277.49116655784,-242.989343726255,-242.989343726255,-270.317374668345,-270.317374668345,-306.898382266993,-271.046077041459,-284.101810832907,-278.890862029857,-266.301422459045,-250.668206682497,-263.69221916616,-263.938404494622
Competitive Suppression,1.9,-266.929624354557,-266.929624354557,-289.48210605448,-284.334951766867,-253.353555436633,-253.353555436633,-261.934482356017,-261.934482356017,-280.938716900924,-274.0348510081,-288.343855206731,-281.815715155306,-270.28245185275,-259.10876321787,-367.148003270595,-364.171739317276
Competitive Suppression,1.9,-257.043158608431,-257.043158608431,-309.379894470757,-299.696484689747,-238.975246859871,-238.975246859871,-273.453288287941,-273.453288287941,-271.203568012943,-261.517932910378,-318.805855743042,-307.682463810584,-254.444594035171,-250.884771637584,-268.267880514374,-260.015076097737
Competitive Suppression,1.9,-264.672048376426,-264.672048376426,-340.04345223883,-331.277494119406,-266.403513336649,-266.403513336649,-276.49735868151,-276.49735868151,-353.832253294987,-323.145766156132,-333.313092667553,-326.958058508583,-259.661653009891,-257.09816681361,-327.669753975797,-281.864658203402
Competitive Suppression,1.9,-260.723765777737,-260.723765777737,-324.108398803633,-314.876637168508,-259.969065428697,-259.969065428697,-271.846445357992,-271.846445357992,-319.188218659161,-297.070018229583,-327.298471230402,-318.397002623484,-280.668524767513,-270.74942646164,-282.255348430627,-272.91925368126
Competitive Suppression,1.9,-256.80262400734,-256.80262400734,-277.755258320033,-273.853348471071,-247.190223122954,-247.190223122954,-267.227935571328,-267.227935571328,-278.970012922902,-274.678629347771,-277.514408618902,-273.133819959728,-255.596046967682,-250.247582091104,-278.956169280475,-261.227722588357
Competitive Suppression,1.9,-277.814830942533,-277.814830942533,-350.023045824038,-338.436525523758,-265.425402331517,-265.425402331517,-291.878592661413,-291.878592661413,-338.803255569894,-326.40931692321,-359.203756364353,-350.14674198914,-277.73552116144,-271.598711220539,-343.026202377336,-310.497358758682
Competitive Suppression,1.9,-254.751533372094,-254.751533372094,-300.512593516102,-290.051362563571,-250.104916890902,-250.104916890902,-266.829679812454,-266.829679812454,-306.858264882521,-293.467416206342,-308.332868240287,-298.677871824562,-261.831706769774,-254.316680738183,-264.366373694134,-262.706623788815
Competitive Suppression,1.9,-285.239701516071,-285.239701516071,-321.415564272186,-315.735716257411,-263.110636092178,-263.110636092178,-292.44472305311,-292.44472305311,-315.437306421106,-304.48637348402,-327.565063501065,-322.806983046376,-281.152751577874,-263.210514481966,-291.58729723573,-288.059900139977
Competitive Suppression,2,-266.025137742326,-266.025137742326,-320.327873361622,-296.856210353016,-272.25889145476,-272.25889145476,-272.476125684359,-272.476125684359,-316.308900888913,-300.856568868458,-322.197121116567,-305.22525186227,-273.283842930113,-267.658647661127,-316.772733939572,-261.811387283135
Competitive Suppression,2,-268.810855557526,-268.810855557526,-306.353077967433,-297.549679313353,-249.555803146063,-249.555803146063,-278.896903631578,-278.896903631578,-293.483155806639,-286.036832618683,-308.335019553612,-299.820383641656,-270.622343571481,-253.666535252333,-293.656445261623,-283.531400161634
Competitive Suppression,2,-265.038432738427,-265.038432738427,-307.893255378867,-296.917428642515,-259.501869355798,-259.501869355798,-272.937032325927,-272.937032325927,-306.816779751832,-296.00676276907,-304.886042516945,-294.722036483912,-271.152439329086,-266.635073445225,-269.615822367934,-267.60493510412
Competitive Suppression,2,-252.384685985567,-252.384685985567,-290.200994957256,-274.453166959003,-252.461518824507,-252.461518824507,-270.447788294381,-270.447788294381,-298.006404044954,-269.752749167369,-298.401836130264,-283.817448330442,-265.934891749991,-257.365760772225,-290.448330843744,-267.94739888164
Competitive Suppression,2,-272.51177818667,-272.51177818667,-299.246514643973,-293.590141435978,-245.499428996306,-245.499428996306,-284.507999831747,-284.507999831747,-267.086911172436,-262.146774501009,-310.418815277691,-303.910718798181,-265.196137368723,-256.301615856808,-295.484672556682,-280.831601466298
Competitive Suppression,2,-252.368572450212,-252.368572450212,-321.335661781692,-307.539839053212,-251.838947645538,-251.838947645538,-261.462764318642,-261.462764318642,-352.503858558543,-317.372909322511,-328.472453110168,-314.157704125448,-275.2501163646,-258.213399564362,-263.817702658075,-263.03705616687
Competitive Suppression,2,-270.072144030185,-270.072144030185,-298.292763338163,-291.35452956953,-247.065841988314,-247.065841988314,-280.43638728376,-280.43638728376,-267.542280794529,-258.565806849191,-305.491490849598,-295.584537726187,-278.095086975092,-250.95893165567,-300.414195032656,-300.169999899276
Competitive Suppression,2,-269.561491406508,-269.561491406508,-298.331773773394,-288.829364183677,-254.983720635442,-254.983720635442,-275.743994590878,-275.743994590878,-303.788533067739,-289.809152556236,-297.908383646627,-289.251726484868,-258.251072934204,-255.263599584377,-302.626883451613,-269.758912010849
Competitive Suppression,2,-282.916188447233,-282.916188447233,-341.543546769705,-326.630011017462,-255.047473051079,-255.047473051079,-300.211239281596,-300.211239281596,-310.827101537843,-297.834386946196,-342.679570091042,-334.368967519481,-274.200633390529,-268.434055253265,-295.641470082252,-285.000190073379
Competitive Suppression,2,-266.165506516612,-266.165506516612,-317.194016505229,-282.518146457392,-249.869422448053,-249.869422448053,-275.451231104758,-275.451231104758,-297.088760081413,-290.169742065729,-327.510070539063,-292.503372684538,-268.15409812376,-256.725103170156,-324.58396901094,-311.573928663526
Direct Suppression,0.5,-140.379036443537,-140.379036443537,-208.637409526975,-201.612112312685,-212.272355014039,-212.272355014039,-104.193536971624,-104.193536971624,-238.624254022055,-221.824639875247,-152.822268053406,-145.594670885837,-138.361280461758,-139.880767798403,-141.584691878615,-121.441158506192
Direct Suppression,0.5,-121.663294256436,-121.663294256436,-198.211668457982,-182.938542476096,-212.51465366237,-212.51465366237,-94.2558999265828,-94.2558999265828,-249.148958301277,-233.636294399097,-157.808292357107,-142.843027159429,-143.951682713678,-143.598742265949,-136.292600383327,-119.420704760973
Direct Suppression,0.5,-151.248615886005,-151.248615886005,-209.065819982315,-174.096272284233,-259.194165832725,-259.194165832725,-108.378732270605,-108.378732270605,-332.29088401384,-319.759529675707,-155.761831348535,-126.296195371218,-209.613920583128,-166.81236563928,-123.614661260631,-115.058062441184
Direct Suppression,0.5,-146.65716891342,-146.65716891342,-187.954844594884,-166.73912692602,-228.017441481841,-228.017441481841,-110.770087027966,-110.770087027966,-246.630872778773,-238.853484305058,-163.356060337095,-150.51002581923,-149.302171979775,-147.942103845086,-262.621298868399,-161.542786977124
Direct Suppression,0.5,-194.929683211538,-194.929683211538,-233.191649691151,-223.081854115716,-319.752978217522,-319.752978217522,-107.156745585951,-107.156745585951,-328.291041098361,-319.772730363283,-144.494266517092,-137.605281824717,-240.532814617407,-217.660425654943,-296.591017841096,-231.434409892042
Direct Suppression,0.5,-113.950216254263,-113.950216254263,-151.524883684288,-146.301828769346,-211.637791025621,-211.637791025621,-93.0082290492614,-93.0082290492614,-235.640259795155,-222.917227613563,-133.005709396858,-124.195432015057,-124.252248388701,-123.553977015148,-552.627289428945,-540.254652732361
Direct Suppression,0.5,-119.061582876176,-119.061582876176,-182.822070902739,-171.924976271667,-213.448559271038,-213.448559271038,-109.864853102151,-109.864853102151,-246.070399159216,-236.0408388842,-162.012208029151,-153.586808324804,-179.306856745168,-163.445536676365,-244.990908197115,-243.711741596677
Direct Suppression,0.5,-124.937174600288,-124.937174600288,-152.059418259177,-145.28763880184,-241.750897563568,-241.750897563568,-87.9304468588919,-87.9304468588919,-283.034182361355,-271.651196730092,-131.237575448056,-122.876014822149,-156.612233421647,-132.977211274249,-739.156037122499,-212.658994908046
Direct Suppression,0.5,-123.361108103773,-123.361108103773,-179.751708984125,-164.932252998897,-208.015754942365,-208.015754942365,-105.448894609541,-105.448894609541,-240.922586029322,-234.765877623258,-137.054146845041,-132.374885339662,-130.879281464862,-128.615386485341,-618.005095603908,-139.914921470649
Direct Suppression,0.5,-133.699651116873,-133.699651116873,-188.715906136444,-178.703058865262,-219.475920813084,-219.475920813084,-104.435875954211,-104.435875954211,-231.135341396476,-226.703104988427,-185.101893043273,-175.195738268573,-138.623456614365,-135.287975154738,-250.436218713538,-248.90526936404
